0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.00056445391787516,0.00966734511935264,-0.0109327386833582,-0.00138038542467646,-0.0019696453296899,0.00169060451573751,-1.59348967273181e-05,3.5762279848451e-05,5.09479218638478e-06,9.8368436704154e-07,0.00805169318426592,0.00854669487668015,3.46233149142971
1,0.00146417497030697,-0.00943967885088495,-0.00252152933499157,0.0016821675502063,0.00108826897727741,0.000297700106765296,1.16813600093701e-06,-1.94102752920351e-05,2.16349426885564e-05,1.40328157339282e-05,0.0202515438886436,0.0212831559359568,1.92019860856845
2,-0.000793050313827228,0.00531012088840946,0.00352378038468328,0.00204690203563841,-0.000800170989732831,0.00054706497771631,3.9943039669536e-06,-1.42134055674902e-05,-1.19285442016293e-05,-5.5974771274316e-06,0.0295100250091774,0.0278895413521124,2.45060157611114
3,-0.000983208611086884,0.01043731040817,0.00728835807108816,0.00136457430459638,-0.00203819004726739,-0.00011778096366951,-1.28581155296666e-05,-3.54967633641059e-06,-1.61120038679566e-05,-2.22306838546491e-05,0.0171846104392484,0.014654221146229,2.96833304572047
4,0.00107286660593654,-0.0055984510352122,0.0190884222863822,-2.58200176786542e-05,0.000914374184084819,-0.000968470000624305,3.54887132884504e-06,-3.99334473561416e-05,2.33829643545653e-07,-1.5804772041779e-05,0.0114041980990572,0.0110930798174619,1.99317241501145
5,-0.0015193645161334,0.000264018339233459,0.00981334714637535,-0.000801279793690491,0.00345536552777505,0.00083682404678518,-1.2742900239947e-06,-1.33013449903481e-05,-4.56914724041542e-06,-1.54411016854572e-05,0.0116407190679883,0.00924616305419948,4.49582784083578
6,-0.00095440706790261,-0.00657668655882957,-0.00840519554228238,-0.000706770464883935,0.00238510297520258,-0.0014989413455379,2.60128296325304e-06,1.86421774322216e-05,1.74474736798659e-05,4.71159888004795e-06,0.00806248517245213,0.00676587390692036,3.59016322154674
7,0.00097782193979465,-0.00321485051003652,0.006862290532412,-0.00171215706941596,-0.00149547584464465,-0.00106407840280715,-2.91314510247026e-06,-1.16765206696116e-05,1.48983293863113e-05,-1.07079376914235e-05,0.0176137313134187,0.0169458129217575,2.8063466131615
8,-0.00177451993119348,-0.00214883866507181,0.007055429529876,-3.8325911463547e-05,0.00411659201563479,-0.000849361869577187,8.65296770548178e-07,8.82827921418825e-06,6.97326478294357e-06,5.86764978907753e-07,0.0146110448549589,0.0127440593049869,5.44686268985472
9,-0.00419790631957779,0.00860484198268514,-0.00369415355915147,-0.00102784689331085,-0.00259448711745899,-0.000746482965240038,-3.57004556287922e-06,1.85356303097961e-05,-2.50597898682246e-05,5.21774718264524e-06,0.00601984814347346,0.00361351061777178,3.89979381691031
10,0.00350423210136656,-0.00550458079529828,-0.0197313270456662,-0.000333220788223078,0.00188125040386506,-0.00202323757467495,1.55528277285744e-05,2.4917142659237e-05,8.08009088790178e-06,5.07431260151237e-06,0.0181776797953245,0.0137744100941515,3.04167611795752
11,-0.0039121932165307,-0.0104944549351696,-0.0256471066348784,-0.000519690711005089,-0.00450819461633375,0.000557389161704781,4.59944140820116e-06,6.02828640489885e-06,-1.2317672695373e-05,9.48818717435877e-06,0.0173343631111467,0.0104274661297213,5.96712060191496
12,-0.00489252104235336,0.00518183917079624,-0.00745979517224812,-0.000776011641921363,-0.00280061581008921,-0.000579152117239099,8.56269443477824e-06,1.14381813844377e-05,-2.15829824436755e-05,2.98663437710061e-06,0.0066707472980911,0.00885338949426568,3.66577234350563
13,0.000851994213638899,-0.00338461375689381,-0.0026749291343711,-0.000982724036001403,-0.0010396049266715,-0.0013063481730735,1.13491010468275e-05,6.42091482123193e-06,-1.17444652274441e-05,4.44565935951327e-06,0.00645088590976581,0.0055254909007948,2.21792515598758
14,0.000603881453410962,-0.00220409359053002,0.00571718929578122,-0.00128865831975704,-0.000336589094042182,-0.00165740934185126,1.13046772171037e-05,5.75004400938405e-06,-6.90798773839996e-06,-3.26574005238276e-06,0.00465421538010553,0.00482218864767825,2.24826166351529
15,7.01164872662759e-05,-0.00020029012545282,0.00372223050071272,-0.00137477647520206,0.00104533868195064,-0.001099519978637,1.06763083197842e-05,-6.05653647804246e-06,-1.96030321658878e-05,-1.2814152373832e-06,0.00629974301936019,0.00614323712707257,2.13084650295632
16,0.00169286970100711,0.00300275436266948,0.00760168547482569,-0.000805801105699661,-0.00313143650805279,-0.000689938948571578,-3.98903588289031e-06,1.73690951431646e-05,-1.79201171563842e-05,-9.35888714194953e-06,0.0056819456640652,0.00719603859705805,4.40454748875981
17,0.00294361051243525,0.00676828893960881,0.0189939046090648,-0.000303569577213567,-0.00386530744998473,0.000402860202385649,-5.25124927943631e-06,1.18165058241392e-06,-1.02832050732952e-05,-6.49936299540059e-06,0.0105595615910889,0.00994141108638641,5.2165255460617
18,-0.00647390861126052,0.0038605478243013,0.0176116713698755,0.00098740643521195,0.00108793531495902,0.00075204170449917,-7.39844130673122e-06,-2.9213966003974e-05,1.08270719297823e-05,-2.03976300905842e-05,0.0225939004016301,0.0143101322809528,2.07217236439912
19,0.00381330913298307,-0.00900485750405581,-0.00699209043550869,0.000139807048097881,-0.00303619262980085,0.0014136335127851,1.12235991509383e-05,2.83256998679806e-05,1.12240390532078e-05,-3.33520587448829e-06,0.0118093067673559,0.00713709027457407,3.83595414063965
20,-0.0151036784665141,-0.00727964242584246,-0.017036134217134,0.000428969577626538,-0.00422857776824456,-0.000585938292458933,6.87231926730577e-06,-7.04636510810299e-07,-2.15820450244864e-05,4.54505497372667e-06,0.0213045887472113,0.011366783114004,5.53264821272705
21,-0.00409494965234601,0.00455099657563447,-0.000787084089343372,0.000688929653188231,-0.00221731732616778,-0.00142359243891109,1.16240774967883e-05,1.14098359873589e-06,-1.43697095786723e-05,2.36939241746272e-06,0.0107274735461897,0.00610373248190011,3.22601879549184
22,0.00140066218780965,-0.00169799948877206,-0.00571794287238792,0.000650667547986623,-0.00057144182995266,-0.00179493147233161,1.15771388225452e-05,7.72100338110376e-06,-1.01124396898213e-05,1.84943896459619e-06,0.00769858382226811,0.00557775978415399,2.00458842134978
23,0.00134092815951961,-0.00465238491554357,0.0032648751969981,0.000307387439558751,3.39119201248022e-05,-0.00208707679949674,1.08230512581842e-05,5.07845153104847e-06,-8.08928848286406e-06,2.43143353275512e-07,0.00509214614281615,0.00435005325923058,1.66531992209318
24,0.00168739269534028,0.0132753271354094,0.000562369746889812,-0.00131151875292099,-0.00214203863399239,0.000604570574463787,-1.04149537220608e-05,1.22847220509483e-05,-1.05692645348449e-05,-5.74697837118204e-06,0.00873449055752771,0.00786940348115185,2.83870726227427
25,0.00194603306406342,-0.016773472056651,-0.00386798570254797,0.000295689187605999,-0.00220561137954371,0.00140795368732819,1.18806284559856e-05,8.5742365843361e-06,1.31092952874393e-05,-7.68194033853239e-07,0.0190237713815515,0.0148422943952967,3.02047799274521
26,-0.00141202270305826,-0.00495525520968739,0.0025347230656352,0.00140309847780752,-0.000607726965198923,0.00177611279966568,4.01406815810979e-06,1.63681670222558e-05,4.25558550374859e-06,-4.57578646423322e-06,0.0135442501864247,0.0102809850149748,2.53963609593638
27,0.00141535334089361,-0.00218658425464084,0.00312734272900579,0.00175262442940085,0.000169997449534238,0.00168734225612568,4.23751854025958e-07,1.22217824793917e-06,-8.78468744611684e-06,-2.15659560030679e-06,0.0118678934291083,0.00999756521095012,2.38301757322604
28,-0.00249395011678582,-0.00480686516426381,0.00243483648313688,0.001224851770776,-0.000655448017583821,0.00193625997148568,4.57903458242369e-06,1.26012539334878e-05,1.04060254329026e-05,-1.88686428398161e-06,0.0119754236669324,0.00930342420572318,2.37534747035688
29,-0.00444234608571296,0.00024366286419102,-0.00961205726975504,0.00126575514796499,-0.00376867791099869,-0.0014859660523686,3.3496869949828e-06,1.27978346490771e-05,-9.37514436201674e-06,-2.89452484451351e-06,0.0365408204031302,0.00804606570611385,4.74362305790199
30,-0.00185582820853932,0.00810577911949715,0.00566019827544462,0.00083467475285435,-0.00241401114820914,-0.00193387350696478,2.00783387149056e-07,1.11857764537912e-05,-1.12808148547742e-05,2.81190897643012e-06,0.0153827476532482,0.0067712375130902,3.60489372256083
31,-0.000447567219060815,0.00969948842001035,-0.00428165946259354,0.000586298290377968,-0.000494189724309768,-0.00233739305548384,-4.29870509234582e-06,7.05170337746518e-06,-1.12033188095088e-05,-1.34480578729826e-06,0.00802237610052185,0.00473137684233773,2.24358801311149
32,0.000475579192639707,0.00314552226370323,0.00941875131709384,0.000272594874796925,0.000421754370806139,-0.00236299058523093,-4.64928773560722e-06,4.6803618518149e-06,-6.16974967558957e-06,2.01400897984566e-06,0.00703607306189499,0.00629393582658554,2.10450214174848
33,-0.000773790933856384,-0.01141070772895,-0.00117472156202825,-0.000240607208450935,-0.00115264196567863,0.00130397920713465,1.84061428821273e-05,4.99388446713765e-07,1.48141074936631e-05,8.99540985644501e-07,0.00654097731594823,0.00474423825083843,2.05111048926734
34,-0.00236943526267266,-0.00233599730871493,0.0059171002826862,0.00192317480047964,-0.000728943044808535,0.00178899395495202,-4.4332713482085e-06,-8.59152234476048e-06,-4.06358473145896e-06,-2.52629255999817e-06,0.00905952136194847,0.00738319655613581,2.90914754778061
35,-0.00114571307477553,0.00231583227217893,-0.00106913323342182,0.00187015165767512,-4.12835970497054e-05,0.00186817806940727,1.87597784659548e-06,-3.89120697498315e-06,-1.63869357431226e-06,-5.56054347968383e-06,0.0049901940945594,0.00484339596280903,2.5806836554893
36,-0.000731662298482088,-0.00447604807085187,0.00885457808012498,0.0020355598916136,-0.000150941705077674,0.00193135787838049,6.79564954137105e-06,-3.03537859301746e-06,5.20231615605185e-07,-3.956311010713e-06,0.00596510018477406,0.00520332939799696,2.70538236584211
